species_list,Site Name,Longitude,Latitude,Month,Year,total_tolerant_species,total_sensitive_species,total_resident_species,total_migrant_species,total_unique_species,total_bird_count
"['Ashy Minivet', 'Barred Rail', 'Black-naped Oriole', 'Brown Shrike', 'Collared Kingfisher', 'Elegant Tit', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Gray-streaked Flycatcher', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Pygmy Flowerpecker', 'Red-keeled Flowerpecker', 'Rufous-crowned Bee-eater', 'Spotted Dove', 'Tawny Grassbird', 'White-bellied Munia', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,11,2020,28,7,31,4,35,296
"['Ashy Minivet', 'Barred Rail', 'Black-naped Oriole', 'Brown-breasted Kingfisher', 'Brown Shrike', 'Coleto', 'Collared Kingfisher', 'Common Kingfisher', 'Common Sandpiper', 'Coppersmith Barbet', 'Elegant Tit', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Gray-streaked Flycatcher', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Scaly-breasted Munia', 'Garden Sunbird', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Pygmy Flowerpecker', 'Red Collared-Dove', 'Red-keeled Flowerpecker', 'Rufous-crowned Bee-eater', 'Spotted Dove', 'Tawny Grassbird', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,12,2020,32,6,32,6,38,370
"['Brown-breasted Kingfisher', 'Philippine Magpie-Robin', 'Philippine Pygmy Woodpecker']","10 Tweeter Drive, Antipolo, Calabarzon, PH (14.6, 121.148)",121.1478679,14.600158,9,2020,3,0,3,0,3,4
"['Black-naped Oriole', 'Brown Shrike', 'Collared Kingfisher', 'Eurasian Tree Sparrow', 'Gray Wagtail', 'Little Egret', 'Lowland White-eye', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'White-bellied Munia', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Yellow-vented Bulbul']",Victoria Valley Subd.,121.1482573,14.5974653,10,2020,11,2,11,2,13,32
"['Arctic Warbler', 'Ashy Minivet', 'Ashy Thrush', 'Black-naped Oriole', 'Brown Shrike', 'Collared Kingfisher', 'Coppersmith Barbet', 'Golden-bellied Gerygone', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Gray-streaked Flycatcher', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Bulbul', 'Philippine Pied-Fantail', 'Pied Triller', 'Spotted Dove', 'White-bellied Munia', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul']","1900, Cainta PH-Rizal 14.59463, 121.14816",121.1482573,14.5974965,10,2020,19,7,22,4,26,388
"['Barred Rail', 'Black-naped Oriole', 'Collared Kingfisher', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Lowland White-eye', 'Garden Sunbird', 'Philippine Coucal', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Red-keeled Flowerpecker', 'Spotted Dove', 'Tawny Grassbird', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Yellow-vented Bulbul']","1900, Cainta PH-Rizal 14.59463, 121.14816",121.1482573,14.5974965,12,2020,16,0,16,0,16,47
"['Arctic Warbler', 'Ashy Minivet', 'Black-naped Oriole', 'Brown Shrike', 'Sunda Brush Cuckoo', 'Collared Kingfisher', 'Golden-bellied Gerygone', 'Philippine Jungle Crow', 'Little Egret', 'Mangrove Blue Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Philippine Bulbul', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Philippine Serpent-Eagle', 'Rock Pigeon', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']","Valley Golf, Antipolo",121.1486649,14.5947092,10,2020,16,6,19,3,22,288
"['Arctic Warbler', 'Ashy Minivet', 'Barred Rail', 'Brown Shrike', 'Sunda Brush Cuckoo', 'Gray-backed Tailorbird', 'Mangrove Blue Flycatcher', 'Narcissus Flycatcher', 'Philippine Bulbul', 'Philippine Pied-Fantail', 'White-breasted Waterhen', 'Yellow-vented Bulbul']","Corner Santana Drive, Antipolo, Calabarzon, PH (14.597, 121.149)",121.149,14.597,10,2020,6,6,8,4,12,42
"['Arctic Warbler', 'Barred Rail', 'Barn Swallow', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Brown-breasted Kingfisher', 'Brown Shrike', 'Sunda Brush Cuckoo', 'Collared Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Long-tailed Shrike', 'Lowland White-eye', 'Narcissus Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Cuckoo-Dove', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Pygmy Flowerpecker', 'Red Collared-Dove', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Tawny Grassbird', 'White-bellied Munia', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']","Corner Santana Drive, Antipolo, Calabarzon, PH (14.597, 121.149)",121.1493307,14.5973018,10,2020,38,6,39,5,44,1393
"['Christmas Island Frigatebird', 'Long-tailed Shrike', 'Garden Sunbird']","6 Advincula Avenue, Kawit, Calabarzon, PH (14.412, 120.902)",120.902081,14.4116377,2,2021,2,1,2,1,3,5
"['Lesser Coucal', 'Long-tailed Shrike']","6 Advincula Avenue, Kawit, Calabarzon, PH (14.412, 120.902)",120.9020828,14.4116387,2,2021,2,0,2,0,2,4
"['Golden-headed Cisticola', 'Little Egret', 'Oriental Pratincole', 'Pacific Golden-Plover', 'Red Collared-Dove', 'Zitting Cisticola']","Advincula Avenue, Kawit, Calabarzon, PH (14.427, 120.905)",120.904764,14.427154,8,2021,6,0,5,1,6,18
"['Barn Swallow', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Chestnut Munia', 'Little Ringed Plover', 'Oriental Pratincole', 'Red Collared-Dove', 'Spotted Dove', 'Wood Sandpiper', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","Daang Hari Link, Imus City PH-Cavite 14.42661, 120.90497",120.904967,14.426608,9,2021,10,2,7,5,12,250
"['Barred Rail', 'Barn Swallow', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Brown Shrike', 'Chestnut Munia', 'Common Kingfisher', 'Eurasian Tree Sparrow', 'Gray Heron', 'Great Egret', 'Medium Egret', 'Chirruping Nightjar', 'Kentish Plover', 'Little Egret', 'Oriental Skylark', 'Pacific Golden-Plover', 'Purple Heron', 'Red Collared-Dove', 'Rock Pigeon', 'Striated Grassbird', 'Whiskered Tern', 'Zebra Dove']","Sangley Point Airport, Cavite City",120.9055858,14.4967988,11,2021,15,7,13,9,22,902
"['Black-crowned Night Heron', 'Chestnut Munia', 'Eurasian Moorhen', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Philippine Jungle Crow', 'Little Egret', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Red Collared-Dove', 'Rock Pigeon', 'Striated Grassbird', 'Little Heron', 'Tawny Grassbird', 'White-breasted Woodswallow', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']",Alapan 2B,120.9063401,14.3949417,6,2021,19,1,20,0,20,78
"['Barn Swallow', 'Black-crowned Night Heron', 'Brown Shrike', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Crested Myna', 'Eurasian Tree Sparrow', 'Medium Egret', 'Java Sparrow', 'Lesser Coucal', 'Long-tailed Shrike', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Yellow-vented Bulbul']","Toclong, Kawit",120.9065665,14.4156567,9,2021,13,2,12,3,15,88
['Philippine Jungle Crow'],"Aguinaldo Shrine, Kawit, Cavite",120.9069014,14.4451117,5,2021,1,0,1,0,1,1
"['Australasian Grass-Owl', 'Black-crowned Night Heron', 'Chestnut Munia', 'Cinnamon Bittern', 'Crested Myna', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Egret', 'Long-tailed Shrike', 'Paddyfield Pipit', 'Pacific Swallow', 'Pied Bushchat', 'Purple Heron', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'Wandering Whistling-Duck', 'Yellow Bittern', 'Zebra Dove', 'Zitting Cisticola']",Toclong,120.910679,14.4182816,6,2021,19,3,22,0,22,352
"['Eastern Cattle-Egret', 'Chestnut Munia', 'Eurasian Moorhen', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-headed Cisticola', 'Oriental Pratincole', 'Oriental Skylark', 'Striated Grassbird', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","210 Bucandala-Alapan Road, Imus, Calabarzon, PH (14.403, 120.916)",120.9155029,14.4033988,6,2021,13,0,13,0,13,62
"['Black-winged Stilt', 'Cinnamon Bittern', 'Little Ringed Plover', 'Little Egret', 'Pacific Golden-Plover', 'Red Collared-Dove', 'Watercock', 'Zebra Dove']","Unnamed Road, Imus, Calabarzon, PH (14.41, 120.917)",120.9168477,14.4101325,8,2021,8,0,6,2,8,67
"['Australasian Grass-Owl', 'Barn Swallow', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Blue-breasted Quail', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Buff-banded Rail', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Cinnamon Bittern', 'Collared Kingfisher', 'Eurasian Moorhen', 'Common Sandpiper', 'Crested Myna', 'Eastern Yellow Wagtail', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Greater Painted-Snipe', 'Medium Egret', 'Java Sparrow', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Ringed Plover', 'Little Egret', 'Long-tailed Shrike', 'Long-toed Stint', 'Marsh Sandpiper', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Skylark', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Pied-Fantail', 'Red Collared-Dove', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'White-browed Crake', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Wood Sandpiper', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","4103, Imus City PH-Cavite 14.40789, 120.91749",120.917486,14.407888,9,2021,37,9,35,11,46,1061
"['Barn Swallow', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Buff-banded Rail', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Cinnamon Bittern', 'Collared Kingfisher', 'Common Greenshank', 'Crested Myna', 'Eastern Yellow Wagtail', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Golden-headed Cisticola', 'Greater Painted-Snipe', 'Medium Egret', 'Java Sparrow', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Ringed Plover', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Skylark', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Pied Triller', 'Purple Heron', 'Red Collared-Dove', 'Rock Pigeon', 'Singing Bushlark', 'Spotted Dove', 'Striated Grassbird', ""Swinhoe's Snipe"", 'Watercock', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Wood Sandpiper', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","4103, Imus City PH-Cavite 14.40761, 120.91751",120.917509,14.407613,9,2021,38,6,35,9,44,822
"['Barn Swallow', 'Brown Shrike', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Little Egret', 'Scaly-breasted Munia', 'Purple Heron', 'Rock Pigeon', 'Striated Grassbird', 'Yellow-vented Bulbul', 'Zebra Dove']","Malagasang-Bucandala-Alapan Bypass Road, Imus, Calabarzon, PH (14.408, 120.918)",120.9175648,14.4079902,10,2021,9,2,9,2,11,75
"['Barn Swallow', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Blue-breasted Quail', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Buff-banded Rail', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Collared Kingfisher', 'Common Greenshank', 'Common Sandpiper', 'Crested Myna', 'Eastern Yellow Wagtail', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Medium Egret', 'Philippine Jungle Crow', 'Little Ringed Plover', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Pratincole', 'Oriental Skylark', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Pied-Fantail', 'Pied Triller', 'Purple Heron', 'Red Collared-Dove', 'Rock Pigeon', 'Singing Bushlark', 'Spotted Dove', 'Striated Grassbird', ""Swinhoe's Snipe"", 'Watercock', 'White-browed Crake', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Eurasian Whimbrel', 'Whiskered Tern', 'Wood Sandpiper', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","4103, Imus City PH-Cavite 14.40779, 120.91758",120.917583,14.407794,9,2021,37,9,33,13,46,976
"['Asian Glossy Starling', 'Australasian Grass-Owl', 'Barn Swallow', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Blue-breasted Quail', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Buff-banded Rail', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Cinnamon Bittern', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Common Greenshank', 'Eurasian Moorhen', 'Common Sandpiper', 'Crested Myna', 'Eastern Yellow Wagtail', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Greater Painted-Snipe', 'Medium Egret', 'Java Sparrow', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Skylark', 'Pacific Swallow', 'Pacific Golden-Plover', 'Pied Triller', 'Red Collared-Dove', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'White-browed Crake', 'White-breasted Woodswallow', 'Wood Sandpiper', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","4103, Imus City PH-Cavite 14.40781, 120.91759",120.91759,14.407806,8,2021,38,8,37,9,46,1266
"['Asian Glossy Starling', 'Australasian Grass-Owl', 'Barn Swallow', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Blue-breasted Quail', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Buff-banded Rail', 'Budgerigar', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Cinnamon Bittern', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Eurasian Moorhen', 'Common Sandpiper', 'Crested Myna', 'Eastern Yellow Wagtail', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Greater Painted-Snipe', 'Medium Egret', 'Java Sparrow', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Ringed Plover', 'Little Egret', 'Long-tailed Shrike', ""Middendorff's Grasshopper Warbler"", 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Pratincole', 'Oriental Skylark', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Pygmy Woodpecker', 'Red Collared-Dove', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'White-browed Crake', 'White-breasted Woodswallow', 'Wood Sandpiper', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","4103, Imus City PH-Cavite 14.40728, 120.91766",120.917661,14.40728,8,2021,40,8,38,10,48,983
"['Australasian Grass-Owl', 'Black-crowned Night Heron', 'Chestnut Munia', 'Cinnamon Bittern', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Lesser Coucal', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Pratincole', 'Oriental Skylark', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'White-browed Crake', 'Zebra Dove']","Alapan Bypass Road, Imus",120.9179551,14.4079935,6,2021,18,2,20,0,20,226
"['Australasian Grass-Owl', 'Black-crowned Night Heron', 'Blue-breasted Quail', 'Buff-banded Rail', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Cinnamon Bittern', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Golden-headed Cisticola', 'Greater Painted-Snipe', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Pratincole', 'Oriental Skylark', 'Pacific Swallow', 'Philippine Coucal', 'Pied Bushchat', 'Purple Heron', 'Red Collared-Dove', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'White-browed Crake', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","Malagasang-Bucandala-Alapan Bypass, Imus",120.9181492,14.4075668,6,2021,34,5,39,0,39,1015
"['Australasian Grass-Owl', 'Barred Rail', 'Black-crowned Night Heron', 'Blue-breasted Quail', 'Blue-tailed Bee-eater', 'Chestnut Munia', 'Cinnamon Bittern', 'Collared Kingfisher', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Lesser Coucal', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Pratincole', 'Pacific Swallow', 'Pied Triller', 'Red Collared-Dove', 'Rock Pigeon', 'Striated Grassbird', 'Watercock', 'White-breasted Waterhen', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","Malagasang-Bucandala-Alapan Bypass, Imus",120.9181492,14.4075668,7,2021,25,3,27,1,28,206
"['Australasian Grass-Owl', 'Barred Rail', 'Barn Swallow', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Blue-breasted Quail', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Buff-banded Rail', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Cinnamon Bittern', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Common Greenshank', 'Common Kingfisher', 'Eurasian Moorhen', 'Crested Myna', 'Eastern Yellow Wagtail', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Golden-headed Cisticola', 'Greater Painted-Snipe', 'Gray-rumped Swiftlet', 'Medium Egret', 'Java Sparrow', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Ringed Plover', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Pratincole', 'Oriental Skylark', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Pied-Fantail', 'Pied Triller', 'Purple Heron', 'Red Collared-Dove', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Tawny Grassbird', 'Watercock', 'White-browed Crake', 'White-breasted Woodswallow', 'Wood Sandpiper', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","Malagasang-Bucandala-Alapan Bypass, Imus",120.9181492,14.4075668,9,2021,43,9,42,10,52,1241
"['Barn Swallow', 'Brown Shrike', 'Eastern Cattle-Egret', 'Crested Myna', 'Eurasian Tree Sparrow', 'Great Egret', 'Medium Egret', 'Little Egret', 'Oriental Skylark', 'Rock Pigeon', 'Striated Grassbird', 'White-breasted Woodswallow', 'Whiskered Tern', 'Zitting Cisticola']","Malagasang-Bucandala-Alapan Bypass, Imus",120.9181492,14.4075668,10,2021,11,3,9,5,14,107
"['Eastern Cattle-Egret', 'Philippine Jungle Crow', 'Watercock', 'Zitting Cisticola']","Fatima Street, Imus, Calabarzon, PH (14.437, 120.918)",120.9182005,14.4372544,9,2021,4,0,4,0,4,13
"['Black-crowned Night Heron', 'Blue-breasted Quail', 'Buff-banded Rail', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Cinnamon Bittern', 'Eurasian Moorhen', 'Crested Myna', 'Eurasian Tree Sparrow', 'Greater Painted-Snipe', 'Gray-rumped Swiftlet', 'Lesser Coucal', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Pratincole', 'Oriental Skylark', 'Pied Bushchat', 'Purple Heron', 'Red Collared-Dove', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'Wandering Whistling-Duck', 'White-browed Crake', 'White-breasted Waterhen', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","Malagasang-Bucandala, Imus, Cavite",120.9182932,14.4073356,6,2021,27,4,31,0,31,155
"['Collared Kingfisher', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'White-browed Crake', 'White-breasted Woodswallow', 'Zebra Dove', 'Zitting Cisticola']",Malagasang I-G,120.9187375,14.3871075,6,2021,7,1,8,0,8,39
"['Black-crowned Night Heron', 'Blue-breasted Quail', 'Buff-banded Rail', 'Eastern Cattle-Egret', 'Cinnamon Bittern', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Crested Myna', 'Eurasian Tree Sparrow', 'Greater Painted-Snipe', 'Philippine Jungle Crow', 'Lesser Coucal', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Pratincole', 'Oriental Skylark', 'Philippine Coucal', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'White-browed Crake', 'White-breasted Waterhen', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","4103, Imus City PH-Cavite 14.40796, 120.91975",120.919752,14.407963,6,2021,23,3,26,0,26,222
"['Australasian Grass-Owl', 'Barred Rail', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Blue-breasted Quail', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Buff-banded Rail', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Cinnamon Bittern', 'Collared Kingfisher', 'Common Kingfisher', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Java Sparrow', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Ringed Plover', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Pratincole', 'Oriental Skylark', 'Pacific Swallow', 'Red Collared-Dove', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","4103, Imus City PH-Cavite 14.40796, 120.91975",120.919752,14.407963,9,2021,32,5,33,4,37,168
"['Asian Glossy Starling', 'Barred Rail', 'Black-crowned Night Heron', 'Buff-banded Rail', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Cinnamon Bittern', 'Collared Kingfisher', 'Eurasian Moorhen', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-headed Cisticola', 'Greater Painted-Snipe', 'Medium Egret', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Pratincole', 'Oriental Skylark', 'Pacific Swallow', 'Philippine Coucal', 'Pied Bushchat', 'Purple Heron', 'Red Collared-Dove', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'Wandering Whistling-Duck', 'White-browed Crake', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","Malagasang-Bucandala-Alapan Bypass Road, Imus, Calabarzon, PH (14.408, 120.92)",120.92009,14.408156,6,2021,34,3,36,1,37,562
